name,website,phone,url,categories,distance,page_number,scrape_timestamp,address_street,address_city,address_region,address_postal_code
Papa Johns Pizza,,416-699-6669,https://www.yellowpages.ca/bus/Ontario/Toronto/Papa-Johns-Pizza/101197642.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,51,2025-07-07T21:26:04.089427,1085 KINGSTON ROAD,Toronto,ON,M4L 1S4
Tim Hortons,,416-693-5583,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/101822367.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,51,2025-07-07T21:26:04.105589,1089 Kingston Rd,Scarborough,ON,M1N 4E4
McDonald's,,416-690-3659,https://www.yellowpages.ca/bus/Ontario/Scarborough/McDonald-s/2401935.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,51,2025-07-07T21:26:04.105589,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's,,1-800-498-1872,https://www.yellowpages.ca/bus/Ontario/Toronto/Wendy-s/102899046.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,51,2025-07-07T21:26:04.105589,2480 Gerrard St E,Toronto,ON,M1N 4C3
Tim Hortons,,647-350-3972,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/100435157.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,51,2025-07-07T21:26:04.105589,2480 Gerrard St East,Scarborough,ON,M1N 4C3
Subway,,905-420-0008,https://www.yellowpages.ca/bus/Ontario/Pickering/Subway/100547972.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,51,2025-07-07T21:26:04.105589,1105 Kingston Rd,Pickering,ON,L1V 1B5
Subway,,416-259-6886,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/8080550.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,51,2025-07-07T21:26:04.105589,125 Queensway,Toronto,ON,M8Y 1H6
Tim Hortons,,416-259-7509,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Tim-Hortons/100441710.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,51,2025-07-07T21:26:04.105589,2189 Lakeshore Blvd W,Etobicoke,ON,M8V 1A1
Tim Hortons,,1-888-601-1616,https://www.yellowpages.ca/bus/Ontario/Toronto/Tim-Hortons/5990110.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,51,2025-07-07T21:26:04.105589,3075 Danforth Ave,Toronto,ON,M1L 1A8
Little Caesars Pizza,,647-346-5000,https://www.yellowpages.ca/bus/Ontario/Scarborough/Little-Caesars-Pizza/100884499.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,51,2025-07-07T21:26:04.105589,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's - Closed,,647-352-9946,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wendy-s-Closed/102790988.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,51,2025-07-07T21:26:04.105589,2480 Gerrard St E,Scarborough,ON,M1N 4C3
1000244651 Ontario Momo Dumpling Express,,416-255-0505,https://www.yellowpages.ca/bus/Ontario/Etobicoke/1000244651-Ontario-Momo-Dumpling-Express/1728595.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,51,2025-07-07T21:26:04.105589,a 1-156 The Queensway,Etobicoke,ON,M8Y 1J2
Market Garden Restaurant,,416-503-0507,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Market-Garden-Restaurant/101966922.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,51,2025-07-07T21:26:04.122784,165 The Queensway,Etobicoke,ON,M8Y 1H8
Bill Maur Coffee Shop,,416-259-2784,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Bill-Maur-Coffee-Shop/194555.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,51,2025-07-07T21:26:04.122784,"165 The Queensway, Main",Etobicoke,ON,M8Y 1H8
Fresh Advancements Inc,,416-640-7001,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Fresh-Advancements-Inc/7721479.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,51,2025-07-07T21:26:04.122784,165 The Queensway,Etobicoke,ON,M8Y 1H8
Lhasa Kitchen,,416-538-3035,https://www.yellowpages.ca/bus/Ontario/Toronto/Lhasa-Kitchen/101558649.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.6,52,2025-07-07T21:26:35.305399,1422 Queen St W,Toronto,ON,M6K 1L9
Brickyard Bistro,,416-778-4440,https://www.yellowpages.ca/bus/Ontario/Toronto/Brickyard-Bistro/101594453.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.7,52,2025-07-07T21:26:35.305399,1289 Gerrard St E,Toronto,ON,M4L 1Y5
Jahjaz Toronto,,437-997-7757,https://www.yellowpages.ca/bus/Ontario/Toronto/Jahjaz-Toronto/101989175.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.8,52,2025-07-07T21:26:35.305399,106 Lansdowne Ave,Toronto,ON,M6K 2V9
Mojito Cubano,,416-533-7777,https://www.yellowpages.ca/bus/Ontario/Toronto/Mojito-Cubano/101491399.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.9,52,2025-07-07T21:26:35.305399,1510 Queen St W,Toronto,ON,M6R 1A4
Butter Tea,,647-968-7444,https://www.yellowpages.ca/bus/Ontario/Toronto/Butter-Tea/101990241.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,5.0,52,2025-07-07T21:26:35.321620,1548 Queen St W,Toronto,ON,M6R 1A6
Crosscut Coffee,,905-205-0783,https://www.yellowpages.ca/bus/Ontario/Toronto/Crosscut-Coffee/101794639.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,5.0,52,2025-07-07T21:26:35.321620,1142 Davenport Rd,Toronto,ON,M6G 2C6
D-Beatstro,,416-533-2328,https://www.yellowpages.ca/bus/Ontario/Toronto/D-Beatstro/101192533.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,5.1,52,2025-07-07T21:26:35.324161,1292 Bloor St W,Toronto,ON,M6H 1N9
Domino Court,,416-465-2760,https://www.yellowpages.ca/bus/Ontario/East-York/Domino-Court/7585339.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,5.3,52,2025-07-07T21:26:35.325346,205 Cosburn Ave,East York,ON,M4J 2L4
Intuit Inc,,416-481-5449,https://www.yellowpages.ca/bus/Ontario/Toronto/Intuit-Inc/101987997.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,5.3,52,2025-07-07T21:26:35.326551,15 Dunloe Rd,Toronto,ON,M4V 2W4
MIRAFLORES RESTAURANT,,416-656-3402,https://www.yellowpages.ca/bus/Ontario/Toronto/MIRAFLORES-RESTAURANT/101749395.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,5.3,52,2025-07-07T21:26:35.327744,816 St Clair Ave W,Toronto,ON,M6C 1B6
Gusto 101,,416-504-6404,https://www.yellowpages.ca/bus/Ontario/Toronto/Gusto-101/7907474.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,52,2025-07-07T21:26:35.327744,101 Portland St,Toronto,ON,M5V 2N3
La Scogliera,,,https://www.yellowpages.ca/bus/Ontario/Toronto/La-Scogliera/101857654.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.1,52,2025-07-07T21:26:35.327744,2277 Kingston Rd,Toronto,ON,M1N 1T8
Beer,,416-861-9872,https://www.yellowpages.ca/bus/Ontario/Beer/173953.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,52,2025-07-07T21:26:35.327744,,,,
Big Butcher BBQ,,416-236-5959,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Big-Butcher-BBQ/4478975.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.4,52,2025-07-07T21:26:35.327744,843 Kipling Ave,Etobicoke,ON,M8Z 5G9
La Place Du Group,,416-259-4663,https://www.yellowpages.ca/bus/Ontario/Etobicoke/La-Place-Du-Group/7147368.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,7.9,52,2025-07-07T21:26:35.337699,2045 Lake Shore Blvd W,Etobicoke,ON,M8V 2Z6
Tim Hortons,,437-213-5634,https://www.yellowpages.ca/bus/Ontario/Etobiocke/Tim-Hortons/102599916.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,52,2025-07-07T21:26:35.337699,2125 Lakeshore Blvd. W,Etobiocke,ON,M8V 0B3
Subway,,416-251-0181,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/101526254.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,52,2025-07-07T21:26:35.337699,2125 Lake Shore Blvd West,Toronto,ON,M8V 0B3
Eden Trattoria,,416-255-5588,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Eden-Trattoria/3416804.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,52,2025-07-07T21:26:35.337699,106-58 Marine Parade Dr,Etobicoke,ON,M8V 4G1
Eden Trattoria Ii Inc,,416-648-2483,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Eden-Trattoria-Ii-Inc/102626996.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,52,2025-07-07T21:26:35.337699,"10-58 Marine Parade Dr, 13",Etobicoke,ON,M8V 4G1
Wing Machine And Panzarotto,,647-352-7577,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wing-Machine-And-Panzarotto/7149471.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,52,2025-07-07T21:26:35.337699,1062 Kingston Rd,Scarborough,ON,M1N 1N4
Papa Johns Pizza,,416-699-6669,https://www.yellowpages.ca/bus/Ontario/Toronto/Papa-Johns-Pizza/101197642.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,52,2025-07-07T21:26:35.337699,1085 KINGSTON ROAD,Toronto,ON,M4L 1S4
Tim Hortons,,416-693-5583,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/101822367.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,52,2025-07-07T21:26:35.337699,1089 Kingston Rd,Scarborough,ON,M1N 4E4
McDonald's,,416-690-3659,https://www.yellowpages.ca/bus/Ontario/Scarborough/McDonald-s/2401935.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,52,2025-07-07T21:26:35.337699,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's,,1-800-498-1872,https://www.yellowpages.ca/bus/Ontario/Toronto/Wendy-s/102899046.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,52,2025-07-07T21:26:35.337699,2480 Gerrard St E,Toronto,ON,M1N 4C3
Tim Hortons,,647-350-3972,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/100435157.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,52,2025-07-07T21:26:35.337699,2480 Gerrard St East,Scarborough,ON,M1N 4C3
Subway,,905-420-0008,https://www.yellowpages.ca/bus/Ontario/Pickering/Subway/100547972.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,52,2025-07-07T21:26:35.353933,1105 Kingston Rd,Pickering,ON,L1V 1B5
Subway,,416-259-6886,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/8080550.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,52,2025-07-07T21:26:35.353933,125 Queensway,Toronto,ON,M8Y 1H6
Tim Hortons,,416-259-7509,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Tim-Hortons/100441710.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,52,2025-07-07T21:26:35.353933,2189 Lakeshore Blvd W,Etobicoke,ON,M8V 1A1
Tim Hortons,,1-888-601-1616,https://www.yellowpages.ca/bus/Ontario/Toronto/Tim-Hortons/5990110.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,52,2025-07-07T21:26:35.353933,3075 Danforth Ave,Toronto,ON,M1L 1A8
Little Caesars Pizza,,647-346-5000,https://www.yellowpages.ca/bus/Ontario/Scarborough/Little-Caesars-Pizza/100884499.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,52,2025-07-07T21:26:35.353933,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's - Closed,,647-352-9946,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wendy-s-Closed/102790988.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,52,2025-07-07T21:26:35.353933,2480 Gerrard St E,Scarborough,ON,M1N 4C3
1000244651 Ontario Momo Dumpling Express,,416-255-0505,https://www.yellowpages.ca/bus/Ontario/Etobicoke/1000244651-Ontario-Momo-Dumpling-Express/1728595.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,52,2025-07-07T21:26:35.353933,a 1-156 The Queensway,Etobicoke,ON,M8Y 1J2
Market Garden Restaurant,,416-503-0507,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Market-Garden-Restaurant/101966922.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,52,2025-07-07T21:26:35.353933,165 The Queensway,Etobicoke,ON,M8Y 1H8
Bill Maur Coffee Shop,,416-259-2784,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Bill-Maur-Coffee-Shop/194555.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,52,2025-07-07T21:26:35.353933,"165 The Queensway, Main",Etobicoke,ON,M8Y 1H8
Fresh Advancements Inc,,416-640-7001,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Fresh-Advancements-Inc/7721479.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,52,2025-07-07T21:26:35.353933,165 The Queensway,Etobicoke,ON,M8Y 1H8
EURO PASTA,,416-231-1088,https://www.yellowpages.ca/bus/Ontario/Toronto/EURO-PASTA/101751044.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,7.8,53,2025-07-07T21:26:49.894047,3142 Dundas St W,Toronto,ON,M6P 2A1
EL PERRO,,416-690-9030,https://www.yellowpages.ca/bus/Ontario/Toronto/EL-PERRO/101749386.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.0,53,2025-07-07T21:26:49.894047,2282 Queen St E,Toronto,ON,M4E 1G6
977 CAFE,,647-352-7977,https://www.yellowpages.ca/bus/Ontario/East-York/977-CAFE/101752443.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,53,2025-07-07T21:26:49.894047,977 O'Connor Dr,East York,ON,M4B 2T1
Moko Foods,,416-999-4849,https://www.yellowpages.ca/bus/Ontario/North-York/Moko-Foods/101993584.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.9,53,2025-07-07T21:26:49.894047,136 Tycos Dr,North York,ON,M6B 1W8
Piazzetta Trattoria,,416-440-1777,https://www.yellowpages.ca/bus/Ontario/North-York/Piazzetta-Trattoria/101634949.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,9.5,53,2025-07-07T21:26:49.894047,3441 Yonge St,North York,ON,M4N 2N1
PICCOLO CAFE,,416-391-4458,https://www.yellowpages.ca/bus/Ontario/North-York/PICCOLO-CAFE/101750652.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,9.6,53,2025-07-07T21:26:49.894047,49 The Donway W,North York,ON,M3C 3M9
Soupah Doupah,,647-989-3945,https://www.yellowpages.ca/bus/Ontario/Toronto/Soupah-Doupah/101654075.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,10.0,53,2025-07-07T21:26:49.894047,3575 Bathurst St,Toronto,ON,M6A 2C8
Halfandhalf Venezuela,,416-999-9303,https://www.yellowpages.ca/bus/Ontario/North-York/Halfandhalf-Venezuela/101987309.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,10.9,53,2025-07-07T21:26:49.894047,10 Roanoke Rd,North York,ON,M3A 1E7
Bluestone Bistro,,416-285-7706,https://www.yellowpages.ca/bus/Ontario/North-York/Bluestone-Bistro/102103860.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,11.8,53,2025-07-07T21:26:49.894047,1900 Victoria Park Ave,North York,ON,M1R 1T6
SOMALITA RESTAURANT,,416-243-7507,https://www.yellowpages.ca/bus/Ontario/York/SOMALITA-RESTAURANT/101750882.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,11.9,53,2025-07-07T21:26:49.909729,2007 Lawrence Ave W,York,ON,M9N 3V1
Gusto 101,,416-504-6404,https://www.yellowpages.ca/bus/Ontario/Toronto/Gusto-101/7907474.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,53,2025-07-07T21:26:49.909729,101 Portland St,Toronto,ON,M5V 2N3
La Scogliera,,,https://www.yellowpages.ca/bus/Ontario/Toronto/La-Scogliera/101857654.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.1,53,2025-07-07T21:26:49.912741,2277 Kingston Rd,Toronto,ON,M1N 1T8
Beer,,416-861-9872,https://www.yellowpages.ca/bus/Ontario/Beer/173953.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,53,2025-07-07T21:26:49.912741,,,,
Big Butcher BBQ,,416-236-5959,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Big-Butcher-BBQ/4478975.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.4,53,2025-07-07T21:26:49.914750,843 Kipling Ave,Etobicoke,ON,M8Z 5G9
La Place Du Group,,416-259-4663,https://www.yellowpages.ca/bus/Ontario/Etobicoke/La-Place-Du-Group/7147368.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,7.9,53,2025-07-07T21:26:49.916756,2045 Lake Shore Blvd W,Etobicoke,ON,M8V 2Z6
Tim Hortons,,437-213-5634,https://www.yellowpages.ca/bus/Ontario/Etobiocke/Tim-Hortons/102599916.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,53,2025-07-07T21:26:49.918762,2125 Lakeshore Blvd. W,Etobiocke,ON,M8V 0B3
Subway,,416-251-0181,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/101526254.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,53,2025-07-07T21:26:49.918762,2125 Lake Shore Blvd West,Toronto,ON,M8V 0B3
Eden Trattoria,,416-255-5588,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Eden-Trattoria/3416804.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,53,2025-07-07T21:26:49.920768,106-58 Marine Parade Dr,Etobicoke,ON,M8V 4G1
Eden Trattoria Ii Inc,,416-648-2483,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Eden-Trattoria-Ii-Inc/102626996.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,53,2025-07-07T21:26:49.920768,"10-58 Marine Parade Dr, 13",Etobicoke,ON,M8V 4G1
Wing Machine And Panzarotto,,647-352-7577,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wing-Machine-And-Panzarotto/7149471.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,53,2025-07-07T21:26:49.922773,1062 Kingston Rd,Scarborough,ON,M1N 1N4
Papa Johns Pizza,,416-699-6669,https://www.yellowpages.ca/bus/Ontario/Toronto/Papa-Johns-Pizza/101197642.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,53,2025-07-07T21:26:49.922773,1085 KINGSTON ROAD,Toronto,ON,M4L 1S4
Tim Hortons,,416-693-5583,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/101822367.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,53,2025-07-07T21:26:49.924779,1089 Kingston Rd,Scarborough,ON,M1N 4E4
McDonald's,,416-690-3659,https://www.yellowpages.ca/bus/Ontario/Scarborough/McDonald-s/2401935.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,53,2025-07-07T21:26:49.925785,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's,,1-800-498-1872,https://www.yellowpages.ca/bus/Ontario/Toronto/Wendy-s/102899046.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,53,2025-07-07T21:26:49.927790,2480 Gerrard St E,Toronto,ON,M1N 4C3
Tim Hortons,,647-350-3972,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/100435157.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,53,2025-07-07T21:26:49.927790,2480 Gerrard St East,Scarborough,ON,M1N 4C3
Subway,,905-420-0008,https://www.yellowpages.ca/bus/Ontario/Pickering/Subway/100547972.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,53,2025-07-07T21:26:49.931306,1105 Kingston Rd,Pickering,ON,L1V 1B5
Subway,,416-259-6886,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/8080550.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,53,2025-07-07T21:26:49.931306,125 Queensway,Toronto,ON,M8Y 1H6
Tim Hortons,,416-259-7509,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Tim-Hortons/100441710.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,53,2025-07-07T21:26:49.933313,2189 Lakeshore Blvd W,Etobicoke,ON,M8V 1A1
Tim Hortons,,1-888-601-1616,https://www.yellowpages.ca/bus/Ontario/Toronto/Tim-Hortons/5990110.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,53,2025-07-07T21:26:49.933313,3075 Danforth Ave,Toronto,ON,M1L 1A8
Little Caesars Pizza,,647-346-5000,https://www.yellowpages.ca/bus/Ontario/Scarborough/Little-Caesars-Pizza/100884499.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,53,2025-07-07T21:26:49.935319,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's - Closed,,647-352-9946,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wendy-s-Closed/102790988.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,53,2025-07-07T21:26:49.937325,2480 Gerrard St E,Scarborough,ON,M1N 4C3
1000244651 Ontario Momo Dumpling Express,,416-255-0505,https://www.yellowpages.ca/bus/Ontario/Etobicoke/1000244651-Ontario-Momo-Dumpling-Express/1728595.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,53,2025-07-07T21:26:49.937325,a 1-156 The Queensway,Etobicoke,ON,M8Y 1J2
Market Garden Restaurant,,416-503-0507,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Market-Garden-Restaurant/101966922.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,53,2025-07-07T21:26:49.939330,165 The Queensway,Etobicoke,ON,M8Y 1H8
Bill Maur Coffee Shop,,416-259-2784,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Bill-Maur-Coffee-Shop/194555.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,53,2025-07-07T21:26:49.939330,"165 The Queensway, Main",Etobicoke,ON,M8Y 1H8
Fresh Advancements Inc,,416-640-7001,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Fresh-Advancements-Inc/7721479.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,53,2025-07-07T21:26:49.941719,165 The Queensway,Etobicoke,ON,M8Y 1H8
La Vizziata,,,https://www.yellowpages.ca/bus/Ontario/Toronto/La-Vizziata/101710948.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,7.0,54,2025-07-07T21:27:06.568640,2470 Yonge St,Toronto,ON,M4P 2H5
Cafe 513,,,https://www.yellowpages.ca/bus/Ontario/North-York/Cafe-513/101751309.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.3,54,2025-07-07T21:27:06.568640,513 Marlee Ave,North York,ON,M6B 3J3
Village Juicery,,,https://www.yellowpages.ca/bus/Ontario/Toronto/Village-Juicery/101818294.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,10.2,54,2025-07-07T21:27:06.568640,3401 Dufferin St,Toronto,ON,M6A 2T9
Cheers Cut,,416-591-8818,https://www.yellowpages.ca/bus/Ontario/Toronto/Cheers-Cut/101785430.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.0,54,2025-07-07T21:27:06.568640,372 Yonge St,Toronto,ON,M5B 1S6
WESTSIDE GRILL,,416-481-4733,https://www.yellowpages.ca/bus/Ontario/Toronto/WESTSIDE-GRILL/101749580.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.0,54,2025-07-07T21:27:06.568640,2038 Yonge St,Toronto,ON,M4S 1Z9
CHINA KING,,416-977-6366,https://www.yellowpages.ca/bus/Ontario/Toronto/CHINA-KING/101749425.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.0,54,2025-07-07T21:27:06.568640,444 Yonge St,Toronto,ON,M5B 2H4
KEPPNER GUESTHOUSE,,647-710-3474,https://www.yellowpages.ca/bus/Ontario/Toronto/KEPPNER-GUESTHOUSE/101750959.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.0,54,2025-07-07T21:27:06.568640,41 Huntley St,Toronto,ON,M4Y 2K9
Super Wraps,,416-366-9570,https://www.yellowpages.ca/bus/Ontario/Toronto/Super-Wraps/101749895.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.0,54,2025-07-07T21:27:06.584610,1 Queen St E,Toronto,ON,M5C 2W5
Coffee Court,,416-323-3546,https://www.yellowpages.ca/bus/Ontario/Toronto/Coffee-Court/101749611.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.0,54,2025-07-07T21:27:06.584610,311 Jarvis St,Toronto,ON,M5B 2C4
Z Teca,,416-862-2645,https://www.yellowpages.ca/bus/Ontario/Toronto/Z-Teca/100967380.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.2,54,2025-07-07T21:27:06.584610,199 Bay St,Toronto,ON,M5L 1E2
Gusto 101,,416-504-6404,https://www.yellowpages.ca/bus/Ontario/Toronto/Gusto-101/7907474.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,54,2025-07-07T21:27:06.584610,101 Portland St,Toronto,ON,M5V 2N3
La Scogliera,,,https://www.yellowpages.ca/bus/Ontario/Toronto/La-Scogliera/101857654.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.1,54,2025-07-07T21:27:06.584610,2277 Kingston Rd,Toronto,ON,M1N 1T8
Beer,,416-861-9872,https://www.yellowpages.ca/bus/Ontario/Beer/173953.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,54,2025-07-07T21:27:06.584610,,,,
Big Butcher BBQ,,416-236-5959,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Big-Butcher-BBQ/4478975.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.4,54,2025-07-07T21:27:06.584610,843 Kipling Ave,Etobicoke,ON,M8Z 5G9
La Place Du Group,,416-259-4663,https://www.yellowpages.ca/bus/Ontario/Etobicoke/La-Place-Du-Group/7147368.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,7.9,54,2025-07-07T21:27:06.584610,2045 Lake Shore Blvd W,Etobicoke,ON,M8V 2Z6
